Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Transect,Trans,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond
727,22,6,2001,Glandry,4749.959,6506.833,4749.959,6506.922,32,GA1,17,12,,,,0,1,1,0,1,1,Simple,,
728,22,6,2001,Glandry,4749.959,6506.833,4749.959,6506.922,32,GA1,17,13,,,,0,0,1,0,0,1,Simple,,
729,22,6,2001,Glandry,4749.959,6506.833,4749.959,6506.922,32,GA1,17,14,,,,0,0,1,0,0,1,Simple,,
730,22,6,2001,Glandry,4749.959,6506.833,4749.959,6506.922,32,GA1,17,15,,,,0,0,1,0,0,1,Simple,,
731,22,6,2001,Glandry,4749.959,6506.833,4749.959,6506.922,32,GA1,17,16,,,,0,0,1,0,0,1,Simple,,
732,22,6,2001,Glandry,4749.959,6506.833,4749.959,6506.922,32,GA1,17,17,,,,0,0,1,0,0,1,Simple,,
733,22,6,2001,Glandry,4749.959,6506.833,4749.959,6506.922,32,GA1,17,18,,,,0,0,1,0,0,1,Simple,,
735,22,6,2001,Glandry,4749.959,6506.833,4749.959,6506.922,32,GA1,17,20,,,,0,0,1,0,0,1,Simple,,
736,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,1,,,,0,0,0,0,1,1,Simple,,
737,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,2,,,,0,0,0,0,1,1,Simple,,
738,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,3,m,46,,0,0,0,0,1,1,Simple,,
739,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,3,m,42,,0,0,0,0,1,1,Simple,,
740,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,4,,,,0,0,0,0,1,1,Simple,,
741,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,5,,,,0,0,0,0,1,1,Simple,,
742,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,6,,,,0,0,0,0,1,1,Simple,,
743,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,7,f,63,,0,0,0,0,1,1,Simple,,
744,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,8,m,52,,0,0,0,0,1,1,Simple,,
745,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,9,,,,0,0,0,0,1,1,Simple,,
746,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,10,,,,0,0,0,0,1,1,Simple,,
747,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,11,,,,0,0,0,0,1,1,Simple,,
748,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,12,m,46,,0,0,0,0,1,1,Simple,,
749,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,13,,,,0,0,1,0,0,1,Simple,,
750,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,14,m,47,,0,0,0,0,1,1,Simple,,
751,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,15,f,51,,0,0,0,0,1,1,Simple,,
752,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,16,i,52,±50,0,0,0,0,1,1,Simple,,
753,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,17,,,,0,0,0,0,1,1,Simple,,
755,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,19,,,,0,0,0,0,1,1,Simple,,
756,22,6,2001,Mcomeau,4749.959,6506.833,4749.959,6506.922,32,GA1,17,20,,,,0,0,1,0,1,1,Simple,,
762,22,6,2001,Bcomeau,4749.939,6506.852,4749.945,6506.95,30,GA1,18,6,,,,0,0,0,0,1,1,Simple,,
763,22,6,2001,Bcomeau,4749.939,6506.852,4749.945,6506.95,30,GA1,18,7,,,,0,0,0,0,1,1,Simple,,
764,22,6,2001,Bcomeau,4749.939,6506.852,4749.945,6506.95,30,GA1,18,8,,,,0,0,0,0,1,1,Simple,,
767,22,6,2001,Bcomeau,4749.939,6506.852,4749.945,6506.95,30,GA1,18,11,,,,0,0,0,0,1,1,Simple,,
771,22,6,2001,Bcomeau,4749.939,6506.852,4749.945,6506.95,30,GA1,18,15,,,,0,0,0,0,1,1,Simple,,
772,22,6,2001,Bcomeau,4749.939,6506.852,4749.945,6506.95,30,GA1,18,16,m,65,,0,0,0,0,1,1,Simple,,
775,22,6,2001,Bcomeau,4749.939,6506.852,4749.945,6506.95,30,GA1,18,19,,,,0,0,0,0,1,1,Simple,,
776,22,6,2001,Bcomeau,4749.939,6506.852,4749.945,6506.95,30,GA1,18,20,,,,0,0,0,0,1,1,Simple,,
782,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,6,,,,0,0,1,0,0,1,Simple,,
783,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,7,,,,0,0,1,0,1,1,Simple,,
784,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,8,m,62,,0,0,1,0,1,1,Simple,,
785,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,9,,,,0,0,1,0,1,1,Simple,,
786,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,10,,,,0,0,1,0,0,1,Simple,,
788,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,12,,,,0,1,0,0,1,1,Simple,,
789,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,13,f,61,,0,1,0,0,1,1,Simple,,
790,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,14,,,,0,0,1,0,0,1,Simple,,
791,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,15,,,,0,0,1,0,1,1,Simple,,
792,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,16,,,,0,0,1,0,1,1,Simple,,
793,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,17,,,,0,0,1,0,1,1,Simple,,
794,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,18,f,61,,0,0,1,0,0,1,Simple,,
795,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,18,f,25,,0,0,1,0,0,1,Simple,,
796,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,19,m,40,,0,0,1,0,0,1,Simple,,
797,22,6,2001,Glandry,4749.939,6506.852,4749.945,6506.95,30,GA1,18,20,f,45,,0,0,1,0,0,1,Simple,,
798,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,1,,,,0,0,1,0,0,1,Simple,,
799,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,2,m,68,,0,0,1,0,1,1,Simple,,
800,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,2,m,37,,0,0,1,0,1,1,Simple,,
801,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,3,f,38,,0,0,1,0,0,1,Simple,,
803,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,5,,,,0,0,1,0,1,1,Simple,,
804,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,6,,,,0,0,0,0,1,1,Simple,,
805,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,7,,,,0,0,0,0,1,1,Simple,,
806,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,8,,,,0,0,0,0,1,1,Simple,,
807,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,9,f,45,,0,0,1,0,1,1,Simple,,
808,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,10,,,,0,0,1,0,1,1,Simple,,
809,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,11,,,,0,0,1,0,1,1,Simple,,
810,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,12,,,,0,0,0,0,1,1,Simple,,
811,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,13,,,,0,0,1,0,1,1,Simple,,
812,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,14,,,,0,0,1,0,1,1,Simple,,
814,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,16,,,,0,0,1,0,1,1,Simple,,
815,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,17,,,,0,0,0,0,1,1,Simple,,
816,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,18,m,45,,0,0,0,0,1,1,Simple,,
817,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,19,,,,0,0,1,0,0,0,Simple,,
818,22,6,2001,Mcomeau,4749.953,6506.945,4749.976,6506.873,31,GA1,19,20,,,,0,0,1,0,1,1,Simple,,
819,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,1,,,,0,0,1,0,0,1,Simple,,
820,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,2,f,21,,0,0,1,0,0,1,Simple,,
821,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,2,i,29,±25,0,0,1,0,0,1,Simple,,
822,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,2,m,37,,0,0,1,0,0,1,Simple,,
823,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,3,m,56,,0,0,1,0,0,1,Simple,,
825,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,5,f,20,,0,0,1,0,0,1,Simple,,
826,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,6,,,,0,0,1,0,0,1,Simple,,
827,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,7,m,15,,0,0,1,0,0,1,Simple,,
828,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,8,m,38,,0,0,1,0,0,1,Simple,,
829,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,8,m,15,,0,0,1,0,0,1,Simple,,
830,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,9,,,,0,0,1,0,0,1,Simple,,
831,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,10,,,,0,0,1,0,0,1,Simple,,
832,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,11,,,,0,0,1,0,0,1,Simple,,
833,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,12,,,,0,0,1,0,0,1,Simple,,
834,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,13,m,61,,0,0,1,0,0,1,Simple,,
835,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,14,f,40,,0,0,1,0,0,1,Simple,,
836,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,15,,,,0,0,1,0,0,1,Simple,,
837,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,16,,,,0,0,1,0,0,1,Simple,,
838,22,6,2001,Glandry,4749.953,6506.945,4749.976,6506.873,31,GA1,19,17,f,43,,0,0,1,0,0,1,Simple,,
842,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,1,f,39,,0,0,1,0,0,1,Simple,,
843,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,2,,,,0,0,1,0,0,0,Simple,,
845,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,4,,,,0,0,1,0,0,1,Simple,,
846,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,5,f,29,,0,0,1,0,0,1,Simple,,
847,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,5,f,62,,0,0,1,0,0,1,Simple,,
848,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,6,i,54,±50,0,0,1,0,0,1,Simple,,
851,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,9,,,,0,0,1,0,1,1,Simple,,
852,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,10,,,,0,0,1,0,1,1,Simple,,
853,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,11,m,14,,0,0,1,0,0,1,Simple,,
854,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,11,f,28,,0,0,1,0,0,1,Simple,,
856,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,13,m,27,,0,0,1,0,0,1,Simple,,
857,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,13,f,26,,0,0,1,0,0,1,Simple,,
858,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,14,,,,0,0,1,0,1,1,Simple,,
859,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,15,m,30,,0,0,1,0,1,1,Simple,,
860,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,15,f,50,,0,0,1,0,1,1,Simple,,
861,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,16,m,60,,0,0,1,0,0,1,Simple,,
864,25,6,2001,Mcomeau,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,19,,,,0,0,1,0,1,1,Simple,,
873,25,6,2001,Glandry,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,8,m,35,,0,0,1,0,0,1,Simple,,
874,25,6,2001,Glandry,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,8,f,43,,0,0,1,0,0,1,Simple,,
875,25,6,2001,Glandry,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,9,m,29,,0,0,1,0,0,1,Simple,,
876,25,6,2001,Glandry,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,10,,,,0,0,1,0,0,0,Simple,,
878,25,6,2001,Glandry,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,12,,,,0,0,1,0,0,0,Simple,,
881,25,6,2001,Glandry,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,15,f,62,,0,0,1,0,0,1,Simple,,
882,25,6,2001,Glandry,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,15,m,57,,0,0,1,0,0,1,Simple,,
883,25,6,2001,Glandry,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,16,,,,0,0,1,0,0,1,Simple,,
884,25,6,2001,Glandry,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,17,,,,0,0,1,0,0,1,Simple,,
886,25,6,2001,Glandry,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,19,i,,small,0,0,1,0,0,1,Simple,,
887,25,6,2001,Glandry,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,19,m,31,,0,0,1,0,0,1,Simple,,
888,25,6,2001,Glandry,4749.827,6508.336,4749.7187,6508.426,31,GA1,20,20,,,,0,0,1,0,0,1,Simple,,
889,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,1,m,60,,0,0,1,0,0,1,Simple,,
890,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,2,,,,0,0,1,0,0,1,Simple,,
893,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,5,,,,0,0,1,0,0,1,Simple,,
894,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,6,,,,0,0,1,0,0,1,Simple,,
895,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,7,f,42,,0,0,1,0,0,1,Simple,,
896,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,8,,,,0,0,1,0,0,1,Simple,,
897,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,9,f,42,,0,0,1,0,0,1,Simple,,
898,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,10,,,,0,0,1,0,0,1,Simple,,
899,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,11,f,31,,0,0,1,0,0,1,Simple,,
900,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,12,,,,0,0,1,0,0,1,Simple,,
901,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,13,i,88,market,0,0,1,0,0,1,Simple,,
902,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,14,f,29,,0,0,1,0,0,1,Simple,,
903,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,15,,,,0,0,1,0,0,1,Simple,,
904,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,16,m,43,,0,0,1,0,0,1,Simple,,
905,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,17,,,,0,0,1,0,0,1,Simple,,
906,25,6,2001,Glandry,4749.836,6508.396,4749.835,6508.484,30,GA1,21,18,,,,0,0,1,0,0,1,Simple,,
909,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,1,,,,0,0,1,0,0,1,Simple,,
912,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,4,m,31,,0,0,1,0,0,1,Simple,,
913,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,5,f,49,,0,0,1,0,1,1,Simple,,
915,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,7,,,,0,0,1,0,0,1,Simple,,
917,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,9,i,70,canner,0,0,1,0,0,1,Simple,,
918,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,10,,,,0,0,1,0,0,1,Simple,,
919,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,11,,,,0,0,0,0,1,1,Simple,,
920,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,12,,,,0,0,0,0,1,1,Simple,,
921,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,13,m,50,,0,0,0,0,1,1,Simple,,
922,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,13,f,56,,0,0,0,0,1,1,Simple,,
923,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,14,m,27,,0,0,0,0,1,1,Simple,,
924,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,15,f,54,,0,0,0,0,1,1,Simple,,
927,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,18,m,27,,0,0,0,0,1,1,Simple,,
928,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,18,m,51,,0,0,0,0,1,1,Simple,,
929,25,6,2001,Mcomeau,4749.836,6508.396,4749.835,6508.484,30,GA1,21,19,,,,0,0,1,0,1,1,Simple,,
931,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,28,GA1,22,1,m,52,,0,0,0,1,1,1,Simple,,
932,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,2,m,53,,0,0,0,1,1,1,Simple,,
933,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,2,m,12,,0,0,0,1,1,1,Simple,,
934,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,2,f,50,,0,0,0,1,1,1,Simple,,
935,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,2,f,30,,0,0,0,1,1,1,Simple,,
936,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,3,,,,0,0,0,0,1,1,Simple,,
937,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,4,i,30,±30,0,0,0,0,1,1,Simple,,
938,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,5,m,25,,0,0,0,0,1,1,Simple,,
939,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,5,m,24,,0,0,0,0,1,1,Simple,,
940,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,5,m,53,,0,0,0,0,1,1,Simple,,
941,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,6,m,55,,0,0,0,0,0,1,Simple,,
943,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,8,f,46,,0,0,0,0,0,1,Simple,,
944,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,8,f,24,,0,0,0,0,0,1,Simple,,
945,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,9,,,,0,0,0,0,1,1,Simple,,
946,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,10,m,25,,0,0,0,0,1,1,Simple,,
947,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,11,f,24,,0,0,0,0,1,1,Simple,,
948,25,6,2001,Mcomeau,4749.804,6508.513,4749.781,6508.59,30,GA1,22,11,m,51,,0,0,0,0,1,1,Simple,,
