Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,SEX,SIZE,Escape,Sa,Va,Du,Al,Co,Gr,Ca,type,commentaire
477,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,10,,,,,,,,,,,Simple,LS
478,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,11,,,,,,,,,,,Simple,
479,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,12,,,,,,,,,,,Simple,LS
480,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,13,,,,,,,,,,,Simple,LS
481,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,14,,,,,,,,,,,Simple,
482,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,16,,,,,,,,,,,Simple,LS
483,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,17,,,,,,,,,,,Simple,
484,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,18,,,,,,,,,,,Simple,
485,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,19,m,120,,,,,,,,,Simple,LS
486,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,20,,,,,,,,,,,Simple,
487,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,1,f,97,,,,,,,,,Simple,
488,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,2,,,,,,,,,,,Simple,
489,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,3,,,,,,,,,,,Simple,
490,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,4,,,,,,,,,,,Simple,
491,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,6,,,,,,,,,,,Simple,
492,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,9,,,,,,,,,,,Simple,
493,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,11,i,74,CAN,,,,,,,,Simple,
494,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,12,,,,,,,,,,,Simple,
495,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,13,,,,,,,,,,,Simple,
496,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,14,,,,,,,,,,,Simple,
497,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,15,,,,,,,,,,,Simple,
498,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,16,,,,,,,,,,,Simple,
499,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,17,,,,,,,,,,,Simple,
500,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,18,,,,,,,,,,,Simple,
501,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,19,m,107,,,,,,,,,Simple,
502,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,20,,,,,,,,,,,Simple,
503,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,1,,,,,,,,,,,Simple,
504,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,2,,,,,,,,,,,Simple,
505,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,3,,,,,,,,,,,Simple,
506,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,4,,,,,,,,,,,Simple,
507,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,5,,,,,,,,,,,Simple,
508,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,6,,,,,,,,,,,Simple,
509,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,7,,,,,,,,,,,Simple,
510,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,8,,,,,,,,,,,Simple,
511,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,9,m,79,,,,,,,,,Simple,
512,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,10,,,,,,,,,,,Simple,
513,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,11,,,,,,,,,,,Simple,
514,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,12,,,,,,,,,,,Simple,
515,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,13,,,,,,,,,,,Simple,
516,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,14,,,,,,,,,,,Simple,
517,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,16,,,,,,,,,,,Simple,
518,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,17,,,,,,,,,,,Simple,
519,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,18,,,,,,,,,,,Simple,
520,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,3,,,,,,,,,,,Simple,LS
521,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,4,f,23,,,,,,,,,Simple,
522,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,5,,,,,,,,,,,Simple,
523,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,6,,,,,,,,,,,Simple,
524,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,7,b,95,,,,,,,,,Simple,
525,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,8,m,130,,,,,,,,,Simple,
526,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,11,f,41,,,,,,,,,Simple,
527,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,13,,,,,,,,,,,Simple,
528,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,14,,,,,,,,,,,Simple,
529,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,15,,,,,,,,,,,Simple,
530,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,16,,,,,,,,,,,Simple,
531,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,17,,,,,,,,,,,Simple,
532,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,18,,,,,,,,,,,Simple,
533,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,19,,,,,,,,,,,Simple,
534,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,20,,,,,,,,,,,Simple,
535,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,1,,,,,,,,,,,Simple,
536,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,2,,,,,,,,,,,Simple,
537,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,3,,,,,,,,,,,Simple,
538,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,4,f,90,,,,,,,,,Simple,
539,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,5,,,,,,,,,,,Simple,
540,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,6,m,100,,,,,,,,,Simple,
541,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,7,,,,,,,,,,,Simple,
542,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,11,m,49,,,,,,,,,Simple,
543,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,12,f,108,,,,,,,,,Simple,
544,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,13,,,,,,,,,,,Simple,
545,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,14,,,,,,,,,,,Simple,
546,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,15,,,,,,,,,,,Simple,
547,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,16,,,,,,,,,,,Simple,
548,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,17,,,,,,,,,,,Simple,
549,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,18,,,,,,,,,,,Simple,
550,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,19,,,,,,,,,,,Simple,
551,3,8,2006,Fplante,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,20,,,,,,,,,,,Simple,
552,1,8,2006,Fsavoie,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,5,,,,,,,,,,,Simple,
553,1,8,2006,Fsavoie,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,6,,,,,,,,,,,Simple,
554,1,8,2006,Fsavoie,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,7,,,,,,,,,,,Simple,
555,1,8,2006,Fsavoie,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,8,,,,,,,,,,,Simple,
556,1,8,2006,Fsavoie,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,9,,,,,,,,,,,Simple,LS
557,1,8,2006,Fsavoie,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,10,,,,,,,,,,,Simple,
558,1,8,2006,Fsavoie,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,11,,,,,,,,,,,Simple,
559,1,8,2006,Fsavoie,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,12,,,,,,,,,,,Simple,
560,1,8,2006,Fsavoie,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,14,,,,,,,,,,,Simple,
561,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,1,,,,,,,,,,,Simple,
562,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,2,,,,,,,,,,,Simple,LS
563,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,3,m,110,,,,,,,,,Simple,
564,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,4,,,,,,,,,,,Simple,
565,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,5,,,,,,,,,,,Simple,
566,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,6,,,,,,,,,,,Simple,
567,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,7,,,,,,,,,,,Simple,
568,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,8,,,,,,,,,,,Simple,
569,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,9,,,,,,,,,,,Simple,
570,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,12,,,,,,,,,,,Simple,
571,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,14,,,,,,,,,,,Simple,
572,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,16,,,,,,,,,,,Simple,
573,1,8,2006,Fplante,4552.395,6325.08,4552.408,6325.154,35,FH,R5-T4,20,,,,,,,,,,,Simple,LS
574,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,1,,,,,,,,,,,Simple,
575,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,2,,,,,,,,,,,Simple,
576,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,3,,,,,,,,,,,Simple,
577,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,4,,,,,,,,,,,Simple,
578,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,5,,,,,,,,,,,Simple,
579,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,6,,,,,,,,,,,Simple,
580,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,7,,,,,,,,,,,Simple,
581,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,9,,,,,,,,,,,Simple,LS
582,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,10,,,,,,,,,,,Simple,
583,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,13,,,,,,,,,,,Simple,
584,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,14,,,,,,,,,,,Simple,
585,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,15,,,,,,,,,,,Simple,
586,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,16,,,,,,,,,,,Simple,LS
587,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,17,,,,,,,,,,,Simple,
588,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,18,,,,,,,,,,,Simple,
589,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,19,,,,,,,,,,,Simple,
590,1,8,2006,Bcomeau,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,20,,,,,,,,,,,Simple,
591,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,1,,,,,,,,,,,Simple,
592,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,2,,,,,,,,,,,Simple,
593,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,3,,,,,,,,,,,Simple,
594,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,4,,,,,,,,,,,Simple,
595,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,5,,,,,,,,,,,Simple,
596,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,6,,,,,,,,,,,Simple,
597,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,7,,,,,,,,,,,Simple,
598,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,8,,,,,,,,,,,Simple,
599,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,9,,,,,,,,,,,Simple,
600,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,10,,,,,,,,,,,Simple,
601,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,11,m,142,,,,,,,,,Simple,
602,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,12,,,,,,,,,,,Simple,
603,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,13,,,,,,,,,,,Simple,
604,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,14,,,,,,,,,,,Simple,
605,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,15,,,,,,,,,,,Simple,
606,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,16,,,,,,,,,,,Simple,LS
607,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,17,,,,,,,,,,,Simple,
608,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,18,,,,,,,,,,,Simple,
609,1,8,2006,Elandry,4552.358,6324.912,4552.372,6324.987,35,FH,R5-T5,19,,,,,,,,,,,Simple,
610,31,7,2006,Bcomeau,4552.071,6324.452,4552.084,6324.528,36,FH,R10-T1,1,f,43,,,,,,,,,Simple,
611,31,7,2006,Bcomeau,4552.071,6324.452,4552.084,6324.528,36,FH,R10-T1,12,b3,92,,,,,,,,,Simple,
612,31,7,2006,Bcomeau,4552.071,6324.452,4552.084,6324.528,36,FH,R10-T1,17,,,,,,,,,,,Simple,
613,31,7,2006,Bcomeau,4552.071,6324.452,4552.084,6324.528,36,FH,R10-T1,18,,,,,,,,,,,Simple,
614,31,7,2006,Bcomeau,4552.071,6324.452,4552.084,6324.528,36,FH,R10-T1,19,,,,,,,,,,,Simple,
615,31,7,2006,Bcomeau,4552.071,6324.452,4552.084,6324.528,36,FH,R10-T1,20,,,,,,,,,,,Simple,
616,31,7,2006,Elandry,4552.071,6324.452,4552.084,6324.528,36,FH,R10-T1,9,i,9,,,,,,,,,Simple,
617,31,7,2006,Elandry,4552.071,6324.452,4552.084,6324.528,36,FH,R10-T1,18,m,76,,,,,,,,,Simple,
618,31,7,2006,Elandry,4552.071,6324.452,4552.084,6324.528,36,FH,R10-T1,20,m,24,,,,,,,,,Simple,
619,31,7,2006,Fplante,,,,,31,FH,R10-T12,1,,,,,,,,,,,Simple,
620,31,7,2006,Fplante,,,,,31,FH,R10-T12,2,m,135,,,,,,,,,Simple,
621,31,7,2006,Fplante,,,,,31,FH,R10-T12,3,,,,,,,,,,,Simple,
622,31,7,2006,Fplante,,,,,31,FH,R10-T12,4,,,,,,,,,,,Simple,
623,31,7,2006,Fplante,,,,,31,FH,R10-T12,5,,,,,,,,,,,Simple,
624,31,7,2006,Fplante,,,,,31,FH,R10-T12,6,,,,,,,,,,,Simple,
625,31,7,2006,Fplante,,,,,31,FH,R10-T12,7,f,78,,,,,,,,,Simple,
626,31,7,2006,Fplante,,,,,31,FH,R10-T12,8,,,,,,,,,,,Simple,
627,31,7,2006,Fplante,,,,,31,FH,R10-T12,9,,,,,,,,,,,Simple,
628,31,7,2006,Fplante,,,,,31,FH,R10-T12,10,,,,,,,,,,,Simple,
629,31,7,2006,Fplante,,,,,31,FH,R10-T12,11,f,85,,,,,,,,,Simple,
630,31,7,2006,Fplante,,,,,31,FH,R10-T12,12,,,,,,,,,,,Simple,
631,31,7,2006,Fplante,,,,,31,FH,R10-T12,13,,,,,,,,,,,Simple,
632,31,7,2006,Fplante,,,,,31,FH,R10-T12,14,,,,,,,,,,,Simple,
633,31,7,2006,Fplante,,,,,31,FH,R10-T12,15,,,,,,,,,,,Simple,
634,31,7,2006,Fplante,,,,,31,FH,R10-T12,16,,,,,,,,,,,Simple,
635,31,7,2006,Fplante,,,,,31,FH,R10-T12,17,,,,,,,,,,,Simple,
636,31,7,2006,Fplante,,,,,31,FH,R10-T12,18,,,,,,,,,,,Simple,
637,31,7,2006,Fplante,,,,,31,FH,R10-T12,19,,,,,,,,,,,Simple,
638,31,7,2006,Fplante,,,,,31,FH,R10-T12,20,,,,,,,,,,,Simple,
639,31,7,2006,Grobichaud,,,,,31,FH,R10-T12,1,m,42,,,,,,,,,Simple,
640,31,7,2006,Grobichaud,,,,,31,FH,R10-T12,2,,,,,,,,,,,Simple,
641,31,7,2006,Grobichaud,,,,,31,FH,R10-T12,9,,,,,,,,,,,Simple,
642,31,7,2006,Grobichaud,,,,,31,FH,R10-T12,14,,,,,,,,,,,Simple,
643,31,7,2006,Grobichaud,,,,,31,FH,R10-T12,15,,,,,,,,,,,Simple,
644,31,7,2006,Grobichaud,,,,,31,FH,R10-T12,16,,,,,,,,,,,Simple,
645,31,7,2006,Grobichaud,,,,,31,FH,R10-T12,17,,,,,,,,,,,Simple,
