REG,Marker ,Jour,Mois,Année,Plongeur,Depth_(ft),Site,Transect,section,Sex,LC_(mm),Sa,Va,Du,Al,Gr,Ca,C,MartinMallet,UPM,
RI,1,30,7,2018,Mcomeau,26,RI,1,2,f,63,,,,,,,,0,0,
RI,2,30,7,2018,Mcomeau,26,RI,1,2,f,61,,,,,,,,0,0,
RI,3,30,7,2018,Mcomeau,26,RI,1,2,f,29,,,,,,,,0,0,
RI,4,30,7,2018,Mcomeau,26,RI,1,2,f,23,,,,,,,,0,0,
RI,5,30,7,2018,Mcomeau,26,RI,1,2,f,30,,,,,,,,0,0,
RI,6,30,7,2018,Mcomeau,26,RI,1,2,f,31,,,,,,,,0,0,
RI,7,30,7,2018,Mcomeau,26,RI,1,2,f,37,,,,,,,,0,0,
RI,8,30,7,2018,Mcomeau,26,RI,1,2,f,43,,,,,,,,0,0,
RI,9,30,7,2018,Mcomeau,26,RI,1,2,f,27,,,,,,,,0,0,
RI,10,30,7,2018,Mcomeau,26,RI,1,2,f,30,,,,,,,,0,0,
RI,11,30,7,2018,Mcomeau,26,RI,1,2,f,40,,,,,,,,0,0,
RI,12,30,7,2018,Mcomeau,26,RI,1,2,i,8,,,,,,,,0,0,
RI,13,30,7,2018,Mcomeau,26,RI,1,2,i,10,,,,,,,,0,0,
RI,14,30,7,2018,Mcomeau,26,RI,1,2,i,11,,,,,,,,0,0,
RI,15,30,7,2018,Mcomeau,26,RI,1,2,i,9,,,,,,,,0,0,
RI,16,30,7,2018,Mcomeau,26,RI,1,2,i,11,,,,,,,,0,0,
RI,17,30,7,2018,Mcomeau,26,RI,1,2,i,11,,,,,,,,0,0,
RI,18,30,7,2018,Mcomeau,26,RI,1,2,i,12,,,,,,,,0,0,
RI,19,30,7,2018,Mcomeau,26,RI,1,2,i,12,,,,,,,,0,0,
RI,20,30,7,2018,Mcomeau,26,RI,1,2,i,10,,,,,,,,0,0,
RI,21,30,7,2018,Mcomeau,26,RI,1,2,i,11,,,,,,,,0,0,
RI,22,30,7,2018,Mcomeau,26,RI,1,2,i,10,,,,,,,,0,0,
RI,23,30,7,2018,Mcomeau,26,RI,1,2,i,12,,,,,,,,0,0,
RI,24,30,7,2018,Mcomeau,26,RI,1,2,i,11,,,,,,,,0,0,
RI,25,30,7,2018,Mcomeau,26,RI,1,2,i,12,,,,,,,,0,0,
RI,26,30,7,2018,Mcomeau,26,RI,1,2,i,22,,,,,,,,0,0,
RI,27,30,7,2018,Mcomeau,26,RI,1,2,i,21,,,,,,,,0,0,
RI,28,30,7,2018,Mcomeau,26,RI,1,2,i,15,,,,,,,,0,0,
RI,29,30,7,2018,Mcomeau,26,RI,1,2,i,12,,,,,,,,0,0,
RI,30,30,7,2018,Mcomeau,26,RI,1,2,i,15,,,,,,,,0,0,
RI,31,30,7,2018,Mcomeau,26,RI,1,2,i,19,,,,,,,,0,0,
RI,32,30,7,2018,Mcomeau,26,RI,1,2,i,12,,,,,,,,0,0,
RI,33,30,7,2018,Mcomeau,26,RI,1,2,i,12,,,,,,,,0,0,
RI,34,30,7,2018,Mcomeau,26,RI,1,2,i,15,,,,,,,,0,0,
RI,35,30,7,2018,Mcomeau,26,RI,1,2,i,19,,,,,,,,0,0,
RI,36,30,7,2018,Mcomeau,26,RI,1,2,i,12,,,,,,,,0,0,
RI,37,30,7,2018,Mcomeau,26,RI,1,2,i,15,,,,,,,,0,0,
RI,38,30,7,2018,Mcomeau,26,RI,1,2,i,15,,,,,,,,0,0,
RI,39,30,7,2018,Mcomeau,26,RI,1,2,i,14,,,,,,,,0,0,
RI,40,30,7,2018,Mcomeau,26,RI,1,2,i,9,,,,,,,,0,0,
RI,41,30,7,2018,Mcomeau,26,RI,1,2,i,9,,,,,,,,0,0,
RI,42,30,7,2018,Mcomeau,26,RI,1,2,i,12,,,,,,,,0,0,
RI,43,30,7,2018,Mcomeau,26,RI,1,2,i,11,,,,,,,,0,0,
RI,44,30,7,2018,Mcomeau,26,RI,1,2,i,15,,,,,,,,0,0,
RI,45,30,7,2018,Mcomeau,26,RI,1,2,i,12,,,,,,,,0,0,
RI,46,30,7,2018,Mcomeau,26,RI,1,2,i,14,,,,,,,,0,0,
RI,47,30,7,2018,Mcomeau,26,RI,1,2,i,10,,,,,,,,0,0,
RI,48,30,7,2018,Mcomeau,26,RI,1,2,i,22,,,,,,,,0,0,
RI,49,30,7,2018,Mcomeau,26,RI,1,2,m,41,,,,,,,,0,0,
RI,50,30,7,2018,Mcomeau,26,RI,1,2,m,28,,,,,,,,0,0,
RI,51,30,7,2018,Mcomeau,26,RI,1,2,m,38,,,,,,,,0,0,
RI,52,30,7,2018,Mcomeau,26,RI,1,2,m,27,,,,,,,,0,0,
RI,53,30,7,2018,Mcomeau,26,RI,1,2,m,26,,,,,,,,0,0,
RI,54,30,7,2018,Mcomeau,26,RI,1,2,m,79,,,,,,,,0,0,
RI,55,30,7,2018,Mcomeau,26,RI,1,2,m,40,,,,,,,,0,0,
RI,56,30,7,2018,Mcomeau,26,RI,1,2,m,27,,,,,,,,0,0,
RI,57,30,7,2018,Mcomeau,26,RI,1,2,m,101,,,,,,,,0,0,
RI,58,30,7,2018,Mcomeau,26,RI,1,2,m,25,,,,,,,,0,0,
RI,59,30,7,2018,Mcomeau,26,RI,1,2,m,72,,,,,,,,0,0,
RI,60,30,7,2018,Mcomeau,26,RI,1,4,m,30,,,,,,,,0,0,
RI,61,30,7,2018,Mcomeau,26,RI,1,4,m,30,,,,,,,,0,0,
RI,62,30,7,2018,Mcomeau,26,RI,1,4,m,32,,,,,,,,0,0,
RI,63,30,7,2018,Mcomeau,26,RI,1,4,m,32,,,,,,,,0,0,
RI,64,30,7,2018,Mcomeau,26,RI,1,4,m,62,,,,,,,,0,0,
RI,65,30,7,2018,Mcomeau,26,RI,1,4,m,40,,,,,,,,0,0,
RI,66,30,7,2018,Mcomeau,26,RI,1,4,m,53,,,,,,,,0,0,
RI,67,30,7,2018,Mcomeau,26,RI,1,4,m,31,,,,,,,,0,0,
RI,68,30,7,2018,Mcomeau,26,RI,1,4,m,37,,,,,,,,0,0,
RI,69,30,7,2018,Mcomeau,26,RI,1,4,i,17,,,,,,,,0,0,
RI,70,30,7,2018,Mcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,71,30,7,2018,Mcomeau,26,RI,1,4,i,11,,,,,,,,0,0,
RI,72,30,7,2018,Mcomeau,26,RI,1,4,i,19,,,,,,,,0,0,
RI,73,30,7,2018,Mcomeau,26,RI,1,4,i,12,,,,,,,,0,0,
RI,74,30,7,2018,Mcomeau,26,RI,1,4,i,11,,,,,,,,0,0,
RI,75,30,7,2018,Mcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,76,30,7,2018,Mcomeau,26,RI,1,4,i,11,,,,,,,,0,0,
RI,77,30,7,2018,Mcomeau,26,RI,1,4,i,13,,,,,,,,0,0,
RI,78,30,7,2018,Mcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,79,30,7,2018,Mcomeau,26,RI,1,4,i,9,,,,,,,,0,0,
RI,80,30,7,2018,Mcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,81,30,7,2018,Mcomeau,26,RI,1,4,i,11,,,,,,,,0,0,
RI,82,30,7,2018,Mcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,83,30,7,2018,Mcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,84,30,7,2018,Mcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,85,30,7,2018,Mcomeau,26,RI,1,4,i,15,,,,,,,,0,0,
RI,86,30,7,2018,Mcomeau,26,RI,1,4,i,18,,,,,,,,0,0,
RI,87,30,7,2018,Mcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,88,30,7,2018,Mcomeau,26,RI,1,4,i,11,,,,,,,,0,0,
RI,89,30,7,2018,Mcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,90,30,7,2018,Mcomeau,26,RI,1,4,f,67,,,,,,,,0,0,
RI,91,30,7,2018,Mcomeau,26,RI,1,4,f,23,,,,,,,,0,0,
RI,92,30,7,2018,Mcomeau,26,RI,1,4,f,26,,,,,,,,0,0,
RI,93,30,7,2018,Mcomeau,26,RI,1,4,f,50,,,,,,,,0,0,
RI,94,30,7,2018,Mcomeau,26,RI,1,4,f,48,,,,,,,,0,0,
RI,95,30,7,2018,Mcomeau,26,RI,1,4,f,28,,,,,,,,0,0,
RI,96,30,7,2018,Mcomeau,26,RI,1,4,f,25,,,,,,,,0,0,
RI,97,30,7,2018,Mcomeau,26,RI,1,4,f,23,,,,,,,,0,0,
RI,98,30,7,2018,Mcomeau,26,RI,1,4,f,25,,,,,,,,0,0,
RI,99,30,7,2018,Mcomeau,26,RI,1,4,f,23,,,,,,,,0,0,
RI,100,30,7,2018,Mcomeau,26,RI,1,4,f,31,,,,,,,,0,0,
RI,101,30,7,2018,Mcomeau,26,RI,1,4,f,33,,,,,,,,0,0,
RI,102,30,7,2018,Mcomeau,26,RI,1,4,f,22,,,,,,,,0,0,
RI,103,30,7,2018,Mcomeau,26,RI,1,4,f,22,,,,,,,,0,0,
RI,104,30,7,2018,Mcomeau,26,RI,1,4,f,26,,,,,,,,0,0,
RI,105,30,7,2018,Mcomeau,26,RI,1,5,f,41,,,,,,,,0,0,
RI,106,30,7,2018,Mcomeau,26,RI,1,5,f,80,,,,,,,,0,0,
RI,107,30,7,2018,Mcomeau,26,RI,1,5,f,36,,,,,,,,0,0,
RI,108,30,7,2018,Mcomeau,26,RI,1,5,f,37,,,,,,,,0,0,
RI,109,30,7,2018,Mcomeau,26,RI,1,5,f,27,,,,,,,,0,0,
RI,110,30,7,2018,Mcomeau,26,RI,1,5,f,28,,,,,,,,0,0,
RI,111,30,7,2018,Mcomeau,26,RI,1,5,f,23,,,,,,,,0,0,
RI,112,30,7,2018,Mcomeau,26,RI,1,5,f,24,,,,,,,,0,0,
RI,113,30,7,2018,Mcomeau,26,RI,1,5,m,58,,,,,,,,0,0,
RI,114,30,7,2018,Mcomeau,26,RI,1,5,m,55,,,,,,,,0,0,
RI,115,30,7,2018,Mcomeau,26,RI,1,5,m,53,,,,,,,,0,0,
RI,116,30,7,2018,Mcomeau,26,RI,1,5,m,42,,,,,,,,0,0,
RI,117,30,7,2018,Mcomeau,26,RI,1,5,m,31,,,,,,,,0,0,
RI,118,30,7,2018,Mcomeau,26,RI,1,5,m,42,,,,,,,,0,0,
RI,119,30,7,2018,Mcomeau,26,RI,1,5,m,34,,,,,,,,0,0,
RI,120,30,7,2018,Mcomeau,26,RI,1,5,m,41,,,,,,,,0,0,
RI,121,30,7,2018,Mcomeau,26,RI,1,5,m,53,,,,,,,,0,0,
RI,122,30,7,2018,Mcomeau,26,RI,1,5,i,21,,,,,,,,0,0,
RI,123,30,7,2018,Mcomeau,26,RI,1,5,i,14,,,,,,,,0,0,
RI,124,30,7,2018,Mcomeau,26,RI,1,5,i,18,,,,,,,,0,0,
RI,125,30,7,2018,Mcomeau,26,RI,1,5,i,12,,,,,,,,0,0,
RI,126,30,7,2018,Mcomeau,26,RI,1,5,i,14,,,,,,,,0,0,
RI,127,30,7,2018,Mcomeau,26,RI,1,5,i,26,,,,,,,,0,0,
RI,128,30,7,2018,Mcomeau,26,RI,1,5,i,13,,,,,,,,0,0,
RI,129,30,7,2018,Mcomeau,26,RI,1,5,i,22,,,,,,,,0,0,
RI,130,30,7,2018,Mcomeau,26,RI,1,5,i,12,,,,,,,,0,0,
RI,131,30,7,2018,Mcomeau,26,RI,1,5,i,18,,,,,,,,0,0,
RI,132,30,7,2018,Mcomeau,26,RI,1,5,i,16,,,,,,,,0,0,
RI,133,30,7,2018,Mcomeau,26,RI,1,5,i,17,,,,,,,,0,0,
RI,134,30,7,2018,Mcomeau,26,RI,1,5,i,22,,,,,,,,0,0,
RI,135,30,7,2018,Mcomeau,26,RI,1,5,i,12,,,,,,,,0,0,
RI,136,30,7,2018,Mcomeau,26,RI,1,5,i,13,,,,,,,,0,0,
RI,137,30,7,2018,Mcomeau,26,RI,1,5,i,10,,,,,,,,0,0,
RI,138,30,7,2018,Mcomeau,26,RI,1,5,i,11,,,,,,,,0,0,
RI,139,30,7,2018,Mcomeau,26,RI,1,5,i,17,,,,,,,,0,0,
RI,140,30,7,2018,Mcomeau,26,RI,1,5,i,10,,,,,,,,0,0,
RI,141,30,7,2018,Mcomeau,26,RI,1,5,i,11,,,,,,,,0,0,
RI,142,30,7,2018,Mcomeau,26,RI,1,5,i,18,,,,,,,,0,0,
RI,143,30,7,2018,Mcomeau,26,RI,1,5,i,15,,,,,,,,0,0,
RI,144,30,7,2018,Bcomeau,26,RI,1,3,m,80,,,,,,,,0,0,
RI,145,30,7,2018,Bcomeau,26,RI,1,3,f,25,,,,,,,,0,0,
RI,146,30,7,2018,Bcomeau,26,RI,1,3,i,12,,,,,,,,0,0,
RI,147,30,7,2018,Bcomeau,26,RI,1,3,i,15,,,,,,,,0,0,
RI,148,30,7,2018,Bcomeau,26,RI,1,3,b1,74,,,,,,,,0,0,
RI,149,30,7,2018,Bcomeau,26,RI,1,3,m,28,,,,,,,,0,0,
RI,150,30,7,2018,Bcomeau,26,RI,1,3,i,19,,,,,,,,0,0,
RI,151,30,7,2018,Bcomeau,26,RI,1,3,i,8,,,,,,,,0,0,
RI,152,30,7,2018,Bcomeau,26,RI,1,3,i,16,,,,,,,,0,0,
RI,153,30,7,2018,Bcomeau,26,RI,1,3,f,25,,,,,,,,0,0,
RI,154,30,7,2018,Bcomeau,26,RI,1,3,m,22,,,,,,,,0,0,
RI,155,30,7,2018,Bcomeau,26,RI,1,3,m,35,,,,,,,,0,0,
RI,156,30,7,2018,Bcomeau,26,RI,1,3,i,11,,,,,,,,0,0,
RI,157,30,7,2018,Bcomeau,26,RI,1,3,f,40,,,,,,,,0,0,
RI,158,30,7,2018,Bcomeau,26,RI,1,3,f,62,,,,,,,,0,0,
RI,159,30,7,2018,Bcomeau,26,RI,1,3,f,25,,,,,,,,0,0,
RI,160,30,7,2018,Bcomeau,26,RI,1,3,i,13,,,,,,,,0,0,
RI,161,30,7,2018,Bcomeau,26,RI,1,3,i,14,,,,,,,,0,0,
RI,162,30,7,2018,Bcomeau,26,RI,1,3,i,13,,,,,,,,0,0,
RI,163,30,7,2018,Bcomeau,26,RI,1,3,f,30,,,,,,,,0,0,
RI,164,30,7,2018,Bcomeau,26,RI,1,3,m,42,,,,,,,,0,0,
RI,165,30,7,2018,Bcomeau,26,RI,1,3,i,15,,,,,,,,0,0,
RI,166,30,7,2018,Bcomeau,26,RI,1,3,i,12,,,,,,,,0,0,
RI,167,30,7,2018,Bcomeau,26,RI,1,3,i,15,,,,,,,,0,0,
RI,168,30,7,2018,Bcomeau,26,RI,1,3,f,28,,,,,,,,0,0,
RI,169,30,7,2018,Bcomeau,26,RI,1,3,i,19,,,,,,,,0,0,
RI,170,30,7,2018,Bcomeau,26,RI,1,3,i,12,,,,,,,,0,0,
RI,171,30,7,2018,Bcomeau,26,RI,1,4,m,44,,,,,,,,0,0,
RI,172,30,7,2018,Bcomeau,26,RI,1,4,m,21,,,,,,,,0,0,
RI,173,30,7,2018,Bcomeau,26,RI,1,4,m,50,,,,,,,,0,0,
RI,174,30,7,2018,Bcomeau,26,RI,1,4,m,26,,,,,,,,0,0,
RI,175,30,7,2018,Bcomeau,26,RI,1,4,m,37,,,,,,,,0,0,
RI,176,30,7,2018,Bcomeau,26,RI,1,4,m,29,,,,,,,,0,0,
RI,177,30,7,2018,Bcomeau,26,RI,1,4,m,20,,,,,,,,0,0,
RI,178,30,7,2018,Bcomeau,26,RI,1,4,m,93,,,,,,,,0,0,
RI,179,30,7,2018,Bcomeau,26,RI,1,4,m,24,,,,,,,,0,0,
RI,180,30,7,2018,Bcomeau,26,RI,1,4,m,60,,,,,,,,0,0,
RI,181,30,7,2018,Bcomeau,26,RI,1,4,b1,68,,,,,,,,0,0,
RI,182,30,7,2018,Bcomeau,26,RI,1,4,b3,69,,,,,,,,0,0,
RI,183,30,7,2018,Bcomeau,26,RI,1,4,f,65,,,,,,,,0,0,
RI,184,30,7,2018,Bcomeau,26,RI,1,4,f,25,,,,,,,,0,0,
RI,185,30,7,2018,Bcomeau,26,RI,1,4,f,24,,,,,,,,0,0,
RI,186,30,7,2018,Bcomeau,26,RI,1,4,f,29,,,,,,,,0,0,
RI,187,30,7,2018,Bcomeau,26,RI,1,4,f,60,,,,,,,,0,0,
RI,188,30,7,2018,Bcomeau,26,RI,1,4,f,72,,,,,,,,0,0,
RI,189,30,7,2018,Bcomeau,26,RI,1,4,i,13,,,,,,,,0,0,
RI,190,30,7,2018,Bcomeau,26,RI,1,4,i,12,,,,,,,,0,0,
RI,191,30,7,2018,Bcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,192,30,7,2018,Bcomeau,26,RI,1,4,i,13,,,,,,,,0,0,
RI,193,30,7,2018,Bcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,194,30,7,2018,Bcomeau,26,RI,1,4,i,12,,,,,,,,0,0,
RI,195,30,7,2018,Bcomeau,26,RI,1,4,i,16,,,,,,,,0,0,
RI,196,30,7,2018,Bcomeau,26,RI,1,4,i,11,,,,,,,,0,0,
RI,197,30,7,2018,Bcomeau,26,RI,1,4,i,11,,,,,,,,0,0,
RI,198,30,7,2018,Bcomeau,26,RI,1,4,i,20,,,,,,,,0,0,
RI,199,30,7,2018,Bcomeau,26,RI,1,4,i,20,,,,,,,,0,0,
RI,200,30,7,2018,Bcomeau,26,RI,1,4,i,20,,,,,,,,0,0,
RI,201,30,7,2018,Bcomeau,26,RI,1,4,i,19,,,,,,,,0,0,
RI,202,30,7,2018,Bcomeau,26,RI,1,4,i,13,,,,,,,,0,0,
RI,203,30,7,2018,Bcomeau,26,RI,1,4,i,12,,,,,,,,0,0,
RI,204,30,7,2018,Bcomeau,26,RI,1,4,i,16,,,,,,,,0,0,
RI,205,30,7,2018,Bcomeau,26,RI,1,4,i,16,,,,,,,,0,0,
RI,206,30,7,2018,Bcomeau,26,RI,1,4,i,15,,,,,,,,0,0,
RI,207,30,7,2018,Bcomeau,26,RI,1,4,i,12,,,,,,,,0,0,
RI,208,30,7,2018,Bcomeau,26,RI,1,4,i,16,,,,,,,,0,0,
RI,209,30,7,2018,Bcomeau,26,RI,1,4,i,11,,,,,,,,0,0,
RI,210,30,7,2018,Bcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,211,30,7,2018,Bcomeau,26,RI,1,4,i,16,,,,,,,,0,0,
RI,212,30,7,2018,Bcomeau,26,RI,1,4,i,12,,,,,,,,0,0,
RI,213,30,7,2018,Bcomeau,26,RI,1,4,i,10,,,,,,,,0,0,
RI,214,30,7,2018,Bcomeau,26,RI,1,4,i,13,,,,,,,,0,0,
RI,215,30,7,2018,Bcomeau,26,RI,1,4,i,20,,,,,,,,0,0,
RI,216,30,7,2018,Bcomeau,26,RI,1,4,i,19,,,,,,,,0,0,
RI,217,30,7,2018,Bcomeau,26,RI,1,4,i,21,,,,,,,,0,0,
RI,218,30,7,2018,Bcomeau,26,RI,1,4,i,19,,,,,,,,0,0,
RI,219,30,7,2018,Bcomeau,26,RI,1,4,i,9,,,,,,,,0,0,
RI,220,30,7,2018,Bcomeau,26,RI,1,4,i,12,,,,,,,,0,0,
RI,221,30,7,2018,Bcomeau,26,RI,1,4,i,16,,,,,,,,0,0,
RI,222,30,7,2018,Bcomeau,26,RI,1,4,i,12,,,,,,,,0,0,
RI,223,30,7,2018,Bcomeau,26,RI,1,4,i,20,,,,,,,,0,0,
RI,224,30,7,2018,Bcomeau,26,RI,1,4,i,14,,,,,,,,0,0,
RI,225,30,7,2018,Bcomeau,26,RI,1,4,i,20,,,,,,,,0,0,
RI,226,30,7,2018,Bcomeau,26,RI,1,4,i,15,,,,,,,,0,0,
RI,227,30,7,2018,Bcomeau,26,RI,1,4,i,15,,,,,,,,0,0,
RI,228,30,7,2018,Bcomeau,26,RI,1,4,i,18,,,,,,,,0,0,
RI,229,30,7,2018,Bcomeau,26,RI,1,4,i,16,,,,,,,,0,0,
RI,230,30,7,2018,Bcomeau,26,RI,1,4,i,16,,,,,,,,0,0,
RI,231,30,7,2018,Bcomeau,26,RI,1,4,i,13,,,,,,,,0,0,
RI,232,30,7,2018,Bcomeau,26,RI,1,4,i,14,,,,,,,,0,0,
RI,233,30,7,2018,Bcomeau,26,RI,1,4,i,13,,,,,,,,0,0,
RI,234,30,7,2018,Bcomeau,26,RI,1,4,i,14,,,,,,,,0,0,
RI,235,30,7,2018,Bcomeau,26,RI,1,4,i,17,,,,,,,,0,0,
RI,236,30,7,2018,Dgiard,28,RI,2,9,m,34,,,,,,,,0,0,
RI,237,30,7,2018,Dgiard,28,RI,2,9,f,37,,,,,,,,0,0,
RI,238,30,7,2018,Dgiard,28,RI,2,9,i,25,,,,,,,,0,0,
RI,239,30,7,2018,Dgiard,28,RI,2,9,i,19,,,,,,,,0,0,
RI,240,30,7,2018,Dgiard,28,RI,2,9,i,15,,,,,,,,0,0,
RI,241,30,7,2018,Dgiard,28,RI,2,9,f,32,,,,,,,,0,0,
RI,242,30,7,2018,Dgiard,28,RI,2,9,m,61,,,,,,,,0,0,
RI,243,30,7,2018,Dgiard,28,RI,2,9,f,46,,,,,,,,0,0,
RI,244,30,7,2018,Dgiard,28,RI,2,9,m,33,,,,,,,,0,0,
RI,245,30,7,2018,Dgiard,28,RI,2,9,f,34,,,,,,,,0,0,
RI,246,30,7,2018,Dgiard,28,RI,2,9,m,52,,,,,,,,0,0,
RI,247,30,7,2018,Dgiard,28,RI,2,9,i,15,,,,,,,,0,0,
RI,248,30,7,2018,Dgiard,28,RI,2,9,i,19,,,,,,,,0,0,
RI,249,30,7,2018,Dgiard,28,RI,2,10,m,51,,,,,,,,0,0,
RI,250,30,7,2018,Dgiard,28,RI,2,10,i,28,,,,,,,,0,0,
RI,251,30,7,2018,Dgiard,28,RI,2,10,i,20,,,,,,,,0,0,
RI,252,30,7,2018,Dgiard,28,RI,2,10,i,18,,,,,,,,0,0,
RI,253,30,7,2018,Dgiard,28,RI,2,10,m,31,,,,,,,,0,0,
RI,254,30,7,2018,Dgiard,28,RI,2,10,i,22,,,,,,,,0,0,
RI,255,30,7,2018,Dgiard,28,RI,2,10,i,12,,,,,,,,0,0,
RI,256,30,7,2018,Dgiard,28,RI,2,10,i,14,,,,,,,,0,0,
RI,257,30,7,2018,Dgiard,28,RI,2,10,i,18,,,,,,,,0,0,
RI,258,30,7,2018,Dgiard,28,RI,2,10,i,12,,,,,,,,0,0,
RI,259,30,7,2018,Dgiard,28,RI,2,10,i,16,,,,,,,,0,0,
RI,260,30,7,2018,Dgiard,28,RI,2,10,i,24,,,,,,,,0,0,
RI,261,30,7,2018,Dgiard,28,RI,2,10,i,12,,,,,,,,0,0,
RI,262,30,7,2018,Dgiard,28,RI,2,10,i,18,,,,,,,,0,0,
RI,263,30,7,2018,Dgiard,28,RI,2,10,i,16,,,,,,,,0,0,
RI,264,30,7,2018,Dgiard,28,RI,2,10,i,20,,,,,,,,0,0,
RI,265,30,7,2018,Dgiard,28,RI,2,10,i,18,,,,,,,,0,0,
RI,266,30,7,2018,Dgiard,28,RI,2,10,f,67,,,,,,,,0,0,
RI,267,30,7,2018,Dgiard,28,RI,2,15,i,16,,,,,,,,0,0,
RI,268,30,7,2018,Dgiard,28,RI,2,15,i,25,,,,,,,,0,0,
RI,269,30,7,2018,Dgiard,28,RI,2,15,i,19,,,,,,,,0,0,
RI,270,30,7,2018,Dgiard,28,RI,2,15,i,21,,,,,,,,0,0,
RI,271,30,7,2018,Dgiard,28,RI,2,15,i,14,,,,,,,,0,0,
RI,272,30,7,2018,Dgiard,28,RI,2,15,i,11,,,,,,,,0,0,
RI,273,30,7,2018,Dgiard,28,RI,2,15,i,28,,,,,,,,0,0,
RI,274,30,7,2018,Dgiard,28,RI,2,15,i,12,,,,,,,,0,0,
RI,275,30,7,2018,Dgiard,28,RI,2,15,f,66,,,,,,,,0,0,
RI,276,30,7,2018,Dgiard,28,RI,2,15,m,31,,,,,,,,0,0,
RI,277,30,7,2018,Dgiard,28,RI,2,15,i,12,,,,,,,,0,0,
RI,278,30,7,2018,Dgiard,28,RI,2,15,i,25,,,,,,,,0,0,
RI,279,30,7,2018,Dgiard,28,RI,2,15,i,9,,,,,,,,0,0,
RI,280,30,7,2018,Dgiard,28,RI,2,15,i,12,,,,,,,,0,0,
RI,281,30,7,2018,Dgiard,28,RI,2,15,i,10,,,,,,,,0,0,
RI,282,30,7,2018,Dgiard,28,RI,2,15,i,10,,,,,,,,0,0,
RI,283,30,7,2018,Dgiard,28,RI,2,15,i,30,,,,,,,,0,0,
RI,284,30,7,2018,Dgiard,28,RI,2,15,i,18,,,,,,,,0,0,
RI,285,30,7,2018,Dgiard,28,RI,2,15,I ,28,,,,,,,,0,0,
RI,286,30,7,2018,Dgiard,28,RI,2,15,f,50,,,,,,,,0,0,
RI,287,30,7,2018,Dgiard,28,RI,2,15,m,31,,,,,,,,0,0,
RI,288,30,7,2018,Dgiard,28,RI,2,15,i,10,,,,,,,,0,0,
